SubjectId,LesionLabel,PixelVolume,Volume
CHB_train_Case06_lesion,45,0.125,156
CHB_train_Case06_lesion,46,0.125,144
CHB_train_Case06_lesion,47,0.125,144
CHB_train_Case06_lesion,48,0.125,144
CHB_train_Case06_lesion,49,0.125,144
CHB_train_Case06_lesion,50,0.125,144
CHB_train_Case06_lesion,51,0.125,144
CHB_train_Case06_lesion,52,0.125,132
CHB_train_Case06_lesion,53,0.125,120
CHB_train_Case06_lesion,54,0.125,120
CHB_train_Case06_lesion,55,0.125,120
CHB_train_Case06_lesion,56,0.125,120
CHB_train_Case06_lesion,57,0.125,108
CHB_train_Case06_lesion,58,0.125,96
CHB_train_Case06_lesion,59,0.125,96
CHB_train_Case06_lesion,60,0.125,96
CHB_train_Case06_lesion,61,0.125,96
CHB_train_Case06_lesion,62,0.125,96
CHB_train_Case06_lesion,63,0.125,96
CHB_train_Case06_lesion,64,0.125,96
CHB_train_Case06_lesion,65,0.125,84
CHB_train_Case06_lesion,66,0.125,84
CHB_train_Case06_lesion,67,0.125,84
CHB_train_Case06_lesion,68,0.125,72
CHB_train_Case06_lesion,69,0.125,72
CHB_train_Case06_lesion,70,0.125,72
CHB_train_Case06_lesion,71,0.125,60
CHB_train_Case06_lesion,72,0.125,60
CHB_train_Case06_lesion,73,0.125,60
CHB_train_Case06_lesion,74,0.125,60
CHB_train_Case06_lesion,75,0.125,48
CHB_train_Case06_lesion,76,0.125,48
CHB_train_Case06_lesion,77,0.125,48
CHB_train_Case06_lesion,78,0.125,48
CHB_train_Case06_lesion,79,0.125,48
CHB_train_Case06_lesion,80,0.125,48
CHB_train_Case06_lesion,81,0.125,48
CHB_train_Case06_lesion,82,0.125,48
CHB_train_Case06_lesion,83,0.125,48
CHB_train_Case06_lesion,84,0.125,36
CHB_train_Case06_lesion,85,0.125,36
CHB_train_Case06_lesion,86,0.125,36
CHB_train_Case06_lesion,87,0.125,36
CHB_train_Case06_lesion,88,0.125,36
CHB_train_Case06_lesion,89,0.125,36
CHB_train_Case06_lesion,90,0.125,36
CHB_train_Case06_lesion,91,0.125,36
CHB_train_Case06_lesion,92,0.125,24
CHB_train_Case06_lesion,93,0.125,24
CHB_train_Case06_lesion,94,0.125,24
CHB_train_Case06_lesion,95,0.125,24
CHB_train_Case06_lesion,96,0.125,24
CHB_train_Case06_lesion,97,0.125,24
CHB_train_Case06_lesion,98,0.125,12
CHB_train_Case06_lesion,99,0.125,12
CHB_train_Case07_lesion,1,0.125,21897
CHB_train_Case07_lesion,2,0.125,18415
CHB_train_Case07_lesion,3,0.125,16004
CHB_train_Case07_lesion,4,0.125,10686
CHB_train_Case07_lesion,5,0.125,1809
CHB_train_Case07_lesion,6,0.125,1632
CHB_train_Case07_lesion,7,0.125,1404
CHB_train_Case07_lesion,8,0.125,1153
CHB_train_Case07_lesion,9,0.125,576
CHB_train_Case07_lesion,10,0.125,456
CHB_train_Case07_lesion,11,0.125,444
CHB_train_Case07_lesion,12,0.125,396
CHB_train_Case07_lesion,13,0.125,348
CHB_train_Case07_lesion,14,0.125,336
CHB_train_Case07_lesion,15,0.125,276
CHB_train_Case07_lesion,16,0.125,168
CHB_train_Case07_lesion,17,0.125,144
CHB_train_Case07_lesion,18,0.125,132
CHB_train_Case07_lesion,19,0.125,120
CHB_train_Case07_lesion,20,0.125,96
CHB_train_Case07_lesion,21,0.125,84
CHB_train_Case07_lesion,22,0.125,72
CHB_train_Case07_lesion,23,0.125,60
CHB_train_Case07_lesion,24,0.125,48
CHB_train_Case07_lesion,25,0.125,48
CHB_train_Case07_lesion,26,0.125,48
CHB_train_Case07_lesion,27,0.125,48
CHB_train_Case07_lesion,28,0.125,48
CHB_train_Case07_lesion,29,0.125,24
CHB_train_Case07_lesion,30,0.125,12
CHB_train_Case07_lesion,31,0.125,12
CHB_train_Case08_lesion,1,0.125,67308
CHB_train_Case08_lesion,2,0.125,47700
CHB_train_Case08_lesion,3,0.125,4116
CHB_train_Case08_lesion,4,0.125,2172
CHB_train_Case08_lesion,5,0.125,2016
CHB_train_Case08_lesion,6,0.125,2004
CHB_train_Case08_lesion,7,0.125,1572
CHB_train_Case08_lesion,8,0.125,1428
CHB_train_Case08_lesion,9,0.125,1404
CHB_train_Case08_lesion,10,0.125,924
CHB_train_Case08_lesion,11,0.125,912
CHB_train_Case08_lesion,12,0.125,588
CHB_train_Case08_lesion,13,0.125,588
CHB_train_Case08_lesion,14,0.125,540
CHB_train_Case08_lesion,15,0.125,528
CHB_train_Case08_lesion,16,0.125,516
CHB_train_Case08_lesion,17,0.125,468
CHB_train_Case08_lesion,18,0.125,468
CHB_train_Case08_lesion,19,0.125,420
CHB_train_Case08_lesion,20,0.125,408
CHB_train_Case08_lesion,21,0.125,384
CHB_train_Case08_lesion,22,0.125,336
CHB_train_Case08_lesion,23,0.125,336
CHB_train_Case08_lesion,24,0.125,324
CHB_train_Case08_lesion,25,0.125,300
CHB_train_Case08_lesion,26,0.125,300
CHB_train_Case08_lesion,27,0.125,288
CHB_train_Case08_lesion,28,0.125,276
CHB_train_Case08_lesion,29,0.125,264
CHB_train_Case08_lesion,30,0.125,264
CHB_train_Case08_lesion,31,0.125,252
CHB_train_Case08_lesion,32,0.125,240
CHB_train_Case08_lesion,33,0.125,228
CHB_train_Case08_lesion,34,0.125,216
CHB_train_Case08_lesion,35,0.125,216
CHB_train_Case08_lesion,36,0.125,216
CHB_train_Case08_lesion,37,0.125,204
CHB_train_Case08_lesion,38,0.125,192
CHB_train_Case08_lesion,39,0.125,180
CHB_train_Case08_lesion,40,0.125,168
CHB_train_Case08_lesion,41,0.125,168
CHB_train_Case08_lesion,42,0.125,168
CHB_train_Case08_lesion,43,0.125,156
CHB_train_Case08_lesion,44,0.125,156
CHB_train_Case08_lesion,45,0.125,156
CHB_train_Case08_lesion,46,0.125,144
CHB_train_Case08_lesion,47,0.125,144
CHB_train_Case08_lesion,48,0.125,144
CHB_train_Case08_lesion,49,0.125,144
CHB_train_Case08_lesion,50,0.125,132
CHB_train_Case08_lesion,51,0.125,120
CHB_train_Case08_lesion,52,0.125,108
CHB_train_Case08_lesion,53,0.125,96
CHB_train_Case08_lesion,54,0.125,96
CHB_train_Case08_lesion,55,0.125,84
CHB_train_Case08_lesion,56,0.125,84
CHB_train_Case08_lesion,57,0.125,84
CHB_train_Case08_lesion,58,0.125,72
CHB_train_Case08_lesion,59,0.125,72
CHB_train_Case08_lesion,60,0.125,72
CHB_train_Case08_lesion,61,0.125,72
CHB_train_Case08_lesion,62,0.125,72
CHB_train_Case08_lesion,63,0.125,72
CHB_train_Case08_lesion,64,0.125,72
CHB_train_Case08_lesion,65,0.125,72
CHB_train_Case08_lesion,66,0.125,72
CHB_train_Case08_lesion,67,0.125,72
CHB_train_Case08_lesion,68,0.125,72
CHB_train_Case08_lesion,69,0.125,60
CHB_train_Case08_lesion,70,0.125,60
CHB_train_Case08_lesion,71,0.125,60
CHB_train_Case08_lesion,72,0.125,60
CHB_train_Case08_lesion,73,0.125,60
CHB_train_Case08_lesion,74,0.125,60
CHB_train_Case08_lesion,75,0.125,60
CHB_train_Case08_lesion,76,0.125,48
CHB_train_Case08_lesion,77,0.125,48
CHB_train_Case08_lesion,78,0.125,48
CHB_train_Case08_lesion,79,0.125,48
CHB_train_Case08_lesion,80,0.125,48
CHB_train_Case08_lesion,81,0.125,48
CHB_train_Case08_lesion,82,0.125,48
CHB_train_Case08_lesion,83,0.125,48
CHB_train_Case08_lesion,84,0.125,48
CHB_train_Case08_lesion,85,0.125,48
CHB_train_Case08_lesion,86,0.125,48
CHB_train_Case08_lesion,87,0.125,36
CHB_train_Case08_lesion,88,0.125,36
CHB_train_Case08_lesion,89,0.125,36
CHB_train_Case08_lesion,90,0.125,36
CHB_train_Case08_lesion,91,0.125,24
CHB_train_Case08_lesion,92,0.125,24
CHB_train_Case08_lesion,93,0.125,12
CHB_train_Case08_lesion,94,0.125,12
CHB_train_Case08_lesion,95,0.125,12
CHB_train_Case08_lesion,96,0.125,12
CHB_train_Case09_lesion,1,0.125,19316
CHB_train_Case09_lesion,2,0.125,14120
CHB_train_Case09_lesion,3,0.125,9072
CHB_train_Case09_lesion,4,0.125,2378
CHB_train_Case09_lesion,5,0.125,2376
CHB_train_Case09_lesion,6,0.125,793
CHB_train_Case09_lesion,7,0.125,576
CHB_train_Case09_lesion,8,0.125,516
CHB_train_Case09_lesion,9,0.125,468
CHB_train_Case09_lesion,10,0.125,228
CHB_train_Case09_lesion,11,0.125,180
CHB_train_Case09_lesion,12,0.125,168
CHB_train_Case09_lesion,13,0.125,156
CHB_train_Case09_lesion,14,0.125,144
CHB_train_Case09_lesion,15,0.125,144
CHB_train_Case09_lesion,16,0.125,141
CHB_train_Case09_lesion,17,0.125,132
CHB_train_Case09_lesion,18,0.125,84
CHB_train_Case09_lesion,19,0.125,72
CHB_train_Case09_lesion,20,0.125,60
CHB_train_Case09_lesion,21,0.125,48
CHB_train_Case09_lesion,22,0.125,48
CHB_train_Case09_lesion,23,0.125,48
CHB_train_Case09_lesion,24,0.125,48
CHB_train_Case09_lesion,25,0.125,48
CHB_train_Case09_lesion,26,0.125,24
CHB_train_Case09_lesion,27,0.125,12
CHB_train_Case10_lesion,1,0.125,18204
CHB_train_Case10_lesion,2,0.125,13669
CHB_train_Case10_lesion,3,0.125,1656
CHB_train_Case10_lesion,4,0.125,828
CHB_train_Case10_lesion,5,0.125,516
CHB_train_Case10_lesion,6,0.125,108
CHB_train_Case10_lesion,7,0.125,60
UNC_train_Case01_lesion,1,0.125,5683
UNC_train_Case01_lesion,2,0.125,1086
UNC_train_Case01_lesion,3,0.125,549
UNC_train_Case01_lesion,4,0.125,408
UNC_train_Case01_lesion,5,0.125,128
UNC_train_Case01_lesion,6,0.125,72
UNC_train_Case02_lesion,1,0.125,6176
UNC_train_Case02_lesion,2,0.125,3128
UNC_train_Case02_lesion,3,0.125,2688
UNC_train_Case02_lesion,4,0.125,2576
UNC_train_Case02_lesion,5,0.125,1944
UNC_train_Case02_lesion,6,0.125,1936
UNC_train_Case02_lesion,7,0.125,1744
UNC_train_Case02_lesion,8,0.125,1408
UNC_train_Case02_lesion,9,0.125,1336
UNC_train_Case02_lesion,10,0.125,1304
UNC_train_Case02_lesion,11,0.125,1088
UNC_train_Case02_lesion,12,0.125,1024
UNC_train_Case02_lesion,13,0.125,1000
UNC_train_Case02_lesion,14,0.125,792
UNC_train_Case02_lesion,15,0.125,728
UNC_train_Case02_lesion,16,0.125,664
UNC_train_Case02_lesion,17,0.125,648
UNC_train_Case02_lesion,18,0.125,632
UNC_train_Case02_lesion,19,0.125,600
UNC_train_Case02_lesion,20,0.125,584
UNC_train_Case02_lesion,21,0.125,544
UNC_train_Case02_lesion,22,0.125,520
UNC_train_Case02_lesion,23,0.125,488
UNC_train_Case02_lesion,24,0.125,480
UNC_train_Case02_lesion,25,0.125,328
UNC_train_Case02_lesion,26,0.125,232
UNC_train_Case02_lesion,27,0.125,216
UNC_train_Case02_lesion,28,0.125,208
UNC_train_Case02_lesion,29,0.125,208
UNC_train_Case02_lesion,30,0.125,184
UNC_train_Case02_lesion,31,0.125,176
UNC_train_Case02_lesion,32,0.125,160
UNC_train_Case02_lesion,33,0.125,128
UNC_train_Case02_lesion,34,0.125,120
UNC_train_Case03_lesion,1,0.125,2528
UNC_train_Case03_lesion,2,0.125,1264
UNC_train_Case03_lesion,3,0.125,1256
UNC_train_Case03_lesion,4,0.125,1216
UNC_train_Case03_lesion,5,0.125,1120
UNC_train_Case03_lesion,6,0.125,936
UNC_train_Case03_lesion,7,0.125,216
UNC_train_Case03_lesion,8,0.125,192
UNC_train_Case03_lesion,9,0.125,144
UNC_train_Case03_lesion,10,0.125,120
UNC_train_Case03_lesion,11,0.125,96
UNC_train_Case04_lesion,1,0.125,2192
UNC_train_Case04_lesion,2,0.125,2176
UNC_train_Case04_lesion,3,0.125,1552
UNC_train_Case04_lesion,4,0.125,920
UNC_train_Case04_lesion,5,0.125,856
UNC_train_Case04_lesion,6,0.125,800
UNC_train_Case04_lesion,7,0.125,792
UNC_train_Case04_lesion,8,0.125,744
UNC_train_Case04_lesion,9,0.125,600
UNC_train_Case04_lesion,10,0.125,600
UNC_train_Case04_lesion,11,0.125,544
UNC_train_Case04_lesion,12,0.125,544
UNC_train_Case04_lesion,13,0.125,488
UNC_train_Case04_lesion,14,0.125,400
UNC_train_Case04_lesion,15,0.125,392
UNC_train_Case04_lesion,16,0.125,384
UNC_train_Case04_lesion,17,0.125,368
UNC_train_Case04_lesion,18,0.125,368
UNC_train_Case04_lesion,19,0.125,320
UNC_train_Case04_lesion,20,0.125,272
UNC_train_Case04_lesion,21,0.125,264
UNC_train_Case04_lesion,22,0.125,224
UNC_train_Case04_lesion,23,0.125,200
UNC_train_Case04_lesion,24,0.125,192
UNC_train_Case04_lesion,25,0.125,192
UNC_train_Case04_lesion,26,0.125,160
UNC_train_Case04_lesion,27,0.125,144
UNC_train_Case04_lesion,28,0.125,104
UNC_train_Case04_lesion,29,0.125,104
UNC_train_Case04_lesion,30,0.125,88
UNC_train_Case04_lesion,31,0.125,88
UNC_train_Case04_lesion,32,0.125,72
UNC_train_Case04_lesion,33,0.125,48
UNC_train_Case04_lesion,34,0.125,32
UNC_train_Case05_lesion,1,0.125,232
UNC_train_Case05_lesion,2,0.125,224
UNC_train_Case05_lesion,3,0.125,176
UNC_train_Case05_lesion,4,0.125,128
UNC_train_Case05_lesion,5,0.125,80
UNC_train_Case06_lesion,1,0.125,5344
UNC_train_Case06_lesion,2,0.125,3984
UNC_train_Case06_lesion,3,0.125,3200
UNC_train_Case06_lesion,4,0.125,3192
UNC_train_Case06_lesion,5,0.125,3040
UNC_train_Case06_lesion,6,0.125,2720
UNC_train_Case06_lesion,7,0.125,1464
UNC_train_Case06_lesion,8,0.125,1384
UNC_train_Case06_lesion,9,0.125,1232
UNC_train_Case06_lesion,10,0.125,1144
UNC_train_Case06_lesion,11,0.125,1056
UNC_train_Case06_lesion,12,0.125,944
UNC_train_Case06_lesion,13,0.125,928
UNC_train_Case06_lesion,14,0.125,888
UNC_train_Case06_lesion,15,0.125,872
UNC_train_Case06_lesion,16,0.125,840
UNC_train_Case06_lesion,17,0.125,680
UNC_train_Case06_lesion,18,0.125,680
UNC_train_Case06_lesion,19,0.125,608
UNC_train_Case06_lesion,20,0.125,480
UNC_train_Case06_lesion,21,0.125,416
UNC_train_Case06_lesion,22,0.125,376
UNC_train_Case06_lesion,23,0.125,304
UNC_train_Case06_lesion,24,0.125,280
UNC_train_Case06_lesion,25,0.125,224
UNC_train_Case07_lesion,1,0.125,2096
UNC_train_Case07_lesion,2,0.125,1392
UNC_train_Case07_lesion,3,0.125,944
UNC_train_Case07_lesion,4,0.125,552
UNC_train_Case07_lesion,5,0.125,536
UNC_train_Case07_lesion,6,0.125,504
UNC_train_Case07_lesion,7,0.125,344
UNC_train_Case08_lesion,1,0.125,1160
UNC_train_Case08_lesion,2,0.125,464
UNC_train_Case08_lesion,3,0.125,344
UNC_train_Case08_lesion,4,0.125,312
UNC_train_Case08_lesion,5,0.125,288
UNC_train_Case08_lesion,6,0.125,288
UNC_train_Case08_lesion,7,0.125,224
UNC_train_Case08_lesion,8,0.125,152
UNC_train_Case08_lesion,9,0.125,136
UNC_train_Case08_lesion,10,0.125,96
UNC_train_Case08_lesion,11,0.125,88
UNC_train_Case09_lesion,1,0.125,488
UNC_train_Case09_lesion,2,0.125,464
UNC_train_Case09_lesion,3,0.125,408
UNC_train_Case09_lesion,4,0.125,408
UNC_train_Case10_lesion,1,0.125,2648
UNC_train_Case10_lesion,2,0.125,1952
UNC_train_Case10_lesion,3,0.125,1192
UNC_train_Case10_lesion,4,0.125,1088
UNC_train_Case10_lesion,5,0.125,962
UNC_train_Case10_lesion,6,0.125,416
UNC_train_Case10_lesion,7,0.125,336
UNC_train_Case10_lesion,8,0.125,280
UNC_train_Case10_lesion,9,0.125,128
